name,Nationality,Current status,gender,Build,First appeared,Last appeared,Affiliation,Title,Rank,Date of death,First mentioned,Last mentioned,Date of birth,Eyes,Ajah,hair,height_in,Occupation,Clan,Sept,Society,Weight,Race,Hair color,Eye color,feet,inches,birth_age,death_age,birth_year,death_year,years_alive,series
Jaril,Amadician,Alive,Male,NA,TFOH 49,LOC 12,NA,NA,NA,NA,NA,LOC 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jarr,Unknown nationality,Alive,Male,NA,TOM 2,TOM 2,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercenary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jearom,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TDR 24,LOC 1,NA,NA,NA,NA,NA,Blademaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jen,Altaran,Alive,Male,NA,ACOS 16,NA,NA,NA,NA,NA,NA,ACOS 16,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jenric,Aiel,Alive,Male,Massive,TFOH 3,TFOH 3,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown clan,Unknown sept,Unknown society,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Poul Jens,Almoth Plain,NA,Male,NA,NA,NA,NA,Village Councilor,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Blacksmith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jeordam,Aiel,Dead,Male,NA,TSR 25,TSR 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jer al'Hune,Andoran,Alive,Male,NA,NA,NA,Two Rivers,NA,NA,NA,NA,AMOL 31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jeral,Unknown nationality,Alive,Male,NA,TGH 29,TGH 29,Children of the Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jerasid,Cairhien,Alive,Male,Broad and stocky,TPOD 9,TPOD 9,Perrin Aybara,NA,NA,NA,NA,TGS 21,NA,NA,NA,NA,NA,Farrier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jerum Nus,Unknown nationality,Alive,Male,NA,TOM 43,TOM 43,Children of the Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jheran,Aiel,Alive,Male,Slender,TSR 57,AMOL 6,Car'a'carn,NA,NA,NA,TSR 28,NA,NA,NA,NA,Gray,NA,Clan chief,Shaarad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jhoradin,Aiel,Dead,Male,Squat,TPOD 30,KOD 30,Sevanna,NA,NA,1000 NE,NA,TGS 21,NA,Blue,NA,Red,NA,NA,Unknown clan,Unknown sept,Mera'din,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Jidar,Saldaean,Alive,Male,NA,LOC 45,LOC 45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Joao,Shienaran,Alive,Male,NA,TOM 23,TOM 23,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Joelin,Unknown nationality,Dead,Male,NA,NA,NA,Children of the Light,NA,NA,999 NE,TSR 31,TSR 31,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Johanin,Ghealdanin,Dead,Male,NA,NA,NA,Ghealdan,King of Ghealdan,King,999 NE,TFOH 39,KOD 18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Jom,Unknown nationality,Dead,Male,NA,TSR 26,TSR 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jon (blacksmith),Ghealdanin,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TDR 8,TDR 8,NA,NA,NA,NA,NA,Blacksmith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jonai,NA,Dead,Male,NA,TSR 26,TSR 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Da'shain Aiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jophil,Malkieri,Alive,Male,NA,AMOL 6,AMOL 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jorgin,Domani,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TGS 32,TGS 32,NA,NA,NA,NA,NA,Questioner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jori,Cairhienin,Alive,Male,Very Wide,LOC 29,KOD 1,White Tower,Gaidin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jorshem,Aiel,Unknown,Male,NA,NA,NA,NA,NA,NA,NA,TOM 49,NA,NA,NA,NA,NA,NA,Clan chief,Unknown clan,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jovarin,Unknown nationality,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TSR 47,TSR 47,NA,NA,NA,NA,NA,Mason,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jowdry,Andoran,Dead,Male,NA,NA,NA,NA,NA,NA,1000 NE,TOM 8,TOM 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Uren din Jubai Soaring Gull,Sea Folk,Dead,Male,NA,NA,NA,NA,NA,NA,NA,LOC Glossary,TOM Glossary,NA,NA,NA,NA,NA,Scholar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Juin,NA,Alive,Male,NA,TGH 35,TGH 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Juranai,Aiel,Alive,Male,NA,TFOH 41,TFOH 41,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,Brown,NA,NA,Unknown clan,Unknown sept,Aethan Dor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Juric,Aiel,Alive,Male,NA,NA,NA,Bair,NA,NA,NA,NA,LOC 15,NA,NA,NA,NA,NA,Gai'shain,Unknown clan,Unknown sept,Unknown society,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hadnan Kadere,Saldaean,Dead,Male,NA,TSR 36,TFOH 52,Darkfriend,NA,NA,999 NE,NA,TFOH 54,NA,Dark,NA,NA,NA,Peddler,NA,NA,NA,Very Heavy (All muscle),NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Welyn Kajima,Arafellin,Alive,Male,NA,TPOD 26,AMOL 8,The Shadow,NA,Asha'man,NA,NA,NA,NA,NA,NA,Black,NA,Dreadlord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kajin,Shienaran,alive,Male,NA,TGH 8,TGH 9,NA,Lord,NA,NA,TGH 6,NA,NA,NA,NA,NA,NA,Guard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Tad Kandel,Andoran,Dead,Male,NA,ACOS 38,ACOS 38,Band of the Red Hand,NA,Redarm,1000 NE,LOC 47,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Kappre,Domani,Alive,Male,NA,TOM 21,TOM 21,Dragon Reborn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Karam,Andoran,NA,Male,NA,AMOL Prologue,AMOL Prologue,NA,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Furyk Karede,Seanchan,Alive,Male,NA,TPOD 23,AMOL 37,NA,NA,Banner-General,NA,NA,AMOL Epilogue,958 NE,NA,NA,NA,NA,Deathwatch Guard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,958,NA,NA,wot
Karile,Unknown nationality,Dead,Male,Very large,NS 7,NS 7,NA,Gaidin,NA,979 NE,NA,NA,NA,NA,NA,Golden,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,979,NA,wot
Karm,Seanchan,Alive,Male,NA,TGS Prologue,TGS Prologue,NA,NA,Quartermaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kash,Unknown nationality,Alive,Male,NA,AMOL 42,AMOL 42,The Shadow,NA,Asha'man,NA,TOM 46,NA,NA,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kashgar,Saldaean,Alive,Male,Lean,KOD Prologue,KOD Prologue,Children of the Light,NA,Under-Lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kendral,Arafellin,Alive,Male,NA,NA,NA,Lan Mandragoran,NA,Prince,NA,TOM 42,TOM 42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kennit,Unknown nationality,Alive,Male,NA,NA,NA,NA,Gaidin,NA,NA,WH 10,WH 10,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kerb,Domani,Dead,Male,Spindly,TGS 32,TGS 33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apprentice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bretton Kilvar,Almoth Plain,Alive,Male,NA,NA,NA,NA,Mayor,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lorwyn Kilvar,Almoth Plain,Alive,Male,NA,NA,NA,Ostin Falls,NA,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kimtin,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kin (entertainer),Unknown nationality,Alive,Male,NA,TFOH 17,TFOH 48,Valan Luca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hyam Kinch,Andoran,Alive,Male,NA,TEOTW 33,TEOTW 33,NA,NA,NA,NA,NA,TEOTW 40,NA,NA,NA,NA,NA,Farmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kindlin,Andoran,Alive,Male,NA,NA,NA,Queen's Guard,NA,Captain,NA,KOD 13,KOD 13,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kinhuin,Aiel,Dead,Male,NA,TPOD 11,KOD 30,Sevanna,NA,NA,1000 NE,NA,TGS 21,NA,Green,NA,NA,NA,NA,Unknown clan,Unknown sept,Mera'din,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Mangore Kiramin,Aramaelle,Dead,Male,NA,NA,NA,NA,NA,Warder,NA,ACOS Prologue,ACOS Prologue,NA,NA,NA,NA,NA,Bard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kireyin,Ghealdanin,Alive,Male,Lean,COT 25,COT 27,Perrin Aybara,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Rovair Kirklin,Unknown nationality,Alive,Male,Compact,TPOD 10,KOD 30,The Dragon Reborn,Gaidin,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kirkun,Saldaean,Dead,Male,NA,KOD 20,KOD 20,NA,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Raefar Kisman,Tairen,Dead,Male,NA,LOC 42,WH 22,Darkfriend,NA,Asha'man,1000 NE,NA,WH 33,NA,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Kline,Unknown nationality,Presumed Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kodam,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,Aes Sedai (Age of Legends),NA,TSR 26,TSR 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Koimal,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,LOC 54,LOC 54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kolom,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,LOC 49,LOC 49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Venr Kosaan,Saldaean,Dead,Male,Slim,WH 7,KOD 32,White Tower,Gaidin,NA,1000 NE,NA,NA,NA,NA,NA,Gray,70,Warder,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NE,NA,1000,NA,wot
Kostelle,Altaran,Alive,Male,NA,KOD 11,KOD 11,NA,NA,NA,NA,NA,KOD 11,NA,NA,NA,Gray,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kragil,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,1000 NE,AMOL 9,AMOL 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Kralle,Kandori,Dead,Male,NA,TOM Prologue,TOM Prologue,Kandor,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Kuehn,Shienaran,Alive,Male,NA,TOM 23,TOM 23,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Nazar Kurenin,Malkieri,Dead,Male,NA,NS 15,TOM 23,Lan Mandragoran,NA,NA,1000 NE,NA,AMOL 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Mezar Kurin,Domani,Alive,Male,NA,WH Prologue,AMOL 8,The Shadow,NA,Asha'man,NA,NA,NA,NA,NA,NA,Gray,NA,Dreadlord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laandon,Unknown nationality,NA,Male,NA,AMOL 35,AMOL 35,Band of the Red Hand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lacel,NA,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TGH 35,TGH 35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ladoman,Coremanda,Dead,Male,NA,NA,NA,NA,King of Coremanda,King,NA,TWORJTWOT,TWORJTWOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ladwin,Unknown nationality,Alive,Male,Stocky,LOC 40,AMOL Prologue,Band of the Red Hand,NA,Scout,NA,LOC 38,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laefar,NA,Alive,Male,NA,TSR 16,TSR 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laerad,Aiel,Dead,Male,Grizzled,ACOS 40,ACOS 40,Sevanna,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,NA,Shaido,Moshaine,Duadhe Mahdi'in,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Laird,NA,Alive,Male,NA,AMOL 37,AMOL 37,Children of the Light,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Tornay Lanasiet,Taraboner,Dead,Male,NA,KOD Prologue,KOD Prologue,Rodel Ituralde,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stocky,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Landalin,Kandori,Dead,Male,NA,TOM Prologue,TOM Prologue,Kandor,NA,Lieutenant,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Lathin,Unknown nationality,Dead,Male,NA,TEOTW 30,NA,Children of the Light,NA,NA,998 NE,NA,TOM 35,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,998,NA,wot
Laud,NA,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TGH 35,TGH 35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lawtin,Unknown nationality,Dead,Male,NA,NA,NA,Band of the Red Hand,NA,Redarm,1000 NE,ACOS 37,ACOS 37,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Barel Layden,Andoran,Alive,Male,Lanky,KOD 17,KOD 32,House Trakand,Lord,NA,NA,LOC 28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Shelaan Lazari,Domani,Dead,Male,NA,NA,NA,NA,NA,NA,NA,The Wheel of Time Companion,NA,NA,NA,NA,NA,NA,King,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ledar,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,LOC 54,COT Prologue,NA,NA,NA,NA,NA,Author,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ledron,Murandian,Dead,Male,NA,TGS 28,TGS 28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown occupation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Leems,Unknown nationality,Alive,Male,NA,AMOL 3,AMOL 4,The Shadow,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,Dreadlord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lehynen,Domani,Dead,Male,NA,TOM 21,TOM 21,Dragon Reborn,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Leiran,Aiel,Alive,Male,NA,LOC 4,LOC 4,Car'a'carn,NA,NA,NA,NA,AMOL 37,NA,NA,NA,NA,NA,NA,Chareen,Cosaida,Sha'mad Conde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lenn,NA,Fictional character,Male,NA,NA,NA,NA,NA,NA,NA,TEOTW 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Leonin,Arafellin,Alive,Male,NA,COT Prologue,COT Prologue,White Tower,Gaidin,NA,NA,NA,TGS 12,NA,NA,NA,Black,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lerman,Unknown nationality,Alive,Male,NA,NA,NA,NA,NA,NA,NA,ACOS Prologue,NA,NA,NA,NA,NA,NA,Builder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lewin,NA,Dead,Male,NA,TSR 25,TSR 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Da'shain Aiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Dannil Lewin,Andoran,Alive,Male,Thin,TSR 33,AMOL 8,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Flann Lewin,Andoran,Alive,Male,Thin,TSR 32,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Natley Lewin,Andoran,Alive,Male,Wide,TSR 32,TSR 32,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Tell Lewin,Andoran,Alive,Male,Lanky,TSR 33,KOD 4,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Win Lewin,Andoran,Alive,Male,Lanky,TSR 32,TSR 32,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lidrin,Domani,Dead,Male,NA,TGS Prologue,TOM 21,Dragon Reborn,Lord,NA,1000 NE,NA,NA,NA,hard,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Llyw,Murandian,Alive,Male,"Wide, Very large",COT 30,KOD 23,White Tower,Gaidin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Loial,NA,Alive,Male,NA,TEOTW 36,AMOL Epilogue,NA,NA,NA,NA,NA,NA,908 NE,Pale,NA,Black,NA,Treesinger,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NE,NA,908,NA,NA,wot
Lomas,Kandori,Alive,Male,NA,TPOD Prologue,TPOD Prologue,Kandor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Londraed,Unknown nationality,Alive,Male,NA,KOD 27,AMOL Prologue,Band of the Red Hand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Cavan Lopar,Tairen,Alive,Male,Rotund,TDR 49,TDR 49,NA,NA,NA,NA,NA,TDR 52,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lopin,Tairen,Dead,Male,Stout,LOC 44,TOM 9,Band of the Red Hand,NA,NA,1000 NE,NA,TOM Epilogue,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Jaq Lounalt,Taraboner,Dead,Male,Lean,COT 15,TOM 23,Darkfriend,NA,NA,1000 NE,TSR 38,TOM 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Gamel Loune,Seanchan,Alive,Male,Lean,KOD 34,KOD 34,Ever Victorious Army,NA,Banner-General,NA,NA,KOD 36,NA,NA,NA,Dark,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Luca (Aiel),NA,Dead,Male,NA,TSR 25,TSR 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Da'shain Aiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Valan Luca,Unknown nationality,Alive,Male,NA,TFOH 13,KOD 35,Valan Luca,NA,NA,NA,NA,TOM 52,NA,NA,NA,Dark,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lucellin,Unknown nationality,Alive,Male,NA,NA,NA,Children of the Light,NA,NA,NA,TSR 1,TSR 1,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Therin Lugay,Amadician,Alive,Male,NA,TFOH 10,TFOH 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown occupation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Haral Luhhan,Andoran,Alive,Male,"Large, Muscular",TEOTW 2,AMOL 44,Two Rivers,Village Councilor,NA,NA,NA,AMOL 44,950 NE[1],NA,NA,NA,77,Blacksmith,NA,NA,NA,NA,NA,NA,NA,6,5,NE,NA,950,NA,NA,wot
Lurts,Saldaea,Alive,Male,Muscular,TGS 32,TGS 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gregorin Panar den Lushenos,Illianer,Alive,Male,NA,ACOS 41,AMOL 6,Council of Nine,Steward of Illian,Steward,NA,NA,AMOL Epilogue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
