Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Age in Years,Breed,Color
A664692,Max,10/27/2013 14:45,10/27/2013 14:45,10/7/2007,Transfer,Partner,Cat,Neutered Male,6 years,6.061957763,Russian Blue Mix,Blue
A663736,*Amélie,10/27/2013 14:46,10/27/2013 14:46,9/23/2007,Transfer,Partner,Cat,Spayed Female,6 years,6.10031583,Domestic Medium Hair,Calico
A665641,*Dahlia,10/27/2013 14:57,10/27/2013 14:57,8/6/2013,Transfer,Partner,Cat,Intact Female,2 months,0.226364155,Domestic Shorthair Mix,Calico
A665648,,10/27/2013 15:06,10/27/2013 15:06,1/21/2013,Transfer,Partner,Other,Intact Female,9 months,0.766107306,Fox Mix,White/Gray
A666125,,10/27/2013 15:09,10/27/2013 15:09,10/5/2013,Transfer,Partner,Cat,Intact Female,3 weeks,0.062003425,Domestic Shorthair Mix,Calico
A663798,Laika,10/27/2013 15:32,10/27/2013 15:32,9/24/2007,Adoption,,Dog,Spayed Female,6 years,6.097663623,Labrador Retriever Mix,Yellow
A665202,Dior,10/27/2013 15:37,10/27/2013 15:37,10/15/2008,Adoption,,Dog,Spayed Female,5 years,5.037399163,Chihuahua Shorthair Mix,Black/Tan
A666098,Smokey,10/27/2013 15:46,10/27/2013 15:46,10/26/2011,Return to Owner,,Cat,Spayed Female,2 years,2.0072793,Domestic Shorthair Mix,Blue Tabby
A612982,Bowser,10/27/2013 15:53,10/27/2013 15:53,5/11/2008,Return to Owner,,Dog,Neutered Male,5 years,5.467566591,German Shepherd Mix,Brown/Black
A665580,,10/27/2013 16:02,10/27/2013 16:02,8/19/2013,Adoption,,Cat,Neutered Male,2 months,0.190871385,Domestic Shorthair Mix,Black
A659889,Tortuga,10/27/2013 16:09,10/27/2013 16:09,7/31/2013,Adoption,,Cat,Intact Female,2 months,0.242939498,Domestic Shorthair Mix,Blue Cream
A665569,Tiki,10/27/2013 16:28,10/27/2013 16:28,6/19/2013,Transfer,Partner,Dog,Intact Female,4 months,0.35804414,Chihuahua Shorthair Mix,Buff/Black
A665817,,10/27/2013 16:30,10/27/2013 16:30,8/8/2013,Transfer,Partner,Dog,Neutered Male,2 months,0.221061644,Chihuahua Shorthair Mix,White/Chocolate
A666130,Subie,10/27/2013 16:51,10/27/2013 16:51,2/27/2013,Return to Owner,,Dog,Intact Female,7 months,0.664937215,Pekingese/Miniature Poodle,White/Buff
A549167,Manda,10/27/2013 16:58,10/27/2013 16:58,7/10/2008,Adoption,,Dog,Spayed Female,5 years,5.303306697,Great Pyrenees/Border Collie,White/Black
A662957,Lucy,10/27/2013 16:58,10/27/2013 16:58,3/10/2013,Adoption,,Dog,Spayed Female,7 months,0.634813546,Labrador Retriever/Boxer,Brown/White
A662688,*Darwin,10/27/2013 17:00,10/27/2013 17:00,8/7/2013,Adoption,,Cat,Neutered Male,2 months,0.223858447,Siamese Mix,Lynx Point/White
A665744,Lulu,10/27/2013 17:07,10/27/2013 17:07,7/27/2013,Adoption,Foster,Dog,Spayed Female,3 months,0.254008752,Boxer Mix,Fawn/White
A665889,Hank,10/27/2013 17:31,10/27/2013 17:31,8/9/2013,Adoption,,Dog,Neutered Male,2 months,0.218437976,Labrador Retriever Mix,Brown
A665025,Billy,10/27/2013 17:42,10/27/2013 17:42,8/12/2013,Adoption,,Cat,Neutered Male,2 months,0.210239726,Domestic Longhair Mix,Cream Tabby
A655144,Star,10/27/2013 17:57,10/27/2013 17:57,2/14/2013,Adoption,,Dog,Spayed Female,8 months,0.700679224,Miniature Schnauzer Mix,Gray/Black
A662752,Malcolm,10/27/2013 17:59,10/27/2013 17:59,9/8/2007,Adoption,,Dog,Neutered Male,6 years,6.141778919,English Springer Spaniel Mix,Black/White
A665778,,10/27/2013 18:05,10/27/2013 18:05,8/22/2013,Adoption,,Dog,Neutered Male,2 months,0.182886225,Beagle Mix,White/Black
A619960,*Mambo,10/27/2013 18:22,10/27/2013 18:22,2/10/2007,Euthanasia,Suffering,Cat,Neutered Male,6 years,6.717165145,Domestic Shorthair Mix,Brown Tabby
A659888,*Hector,10/27/2013 18:24,10/27/2013 18:24,7/31/2013,Adoption,,Cat,Neutered Male,2 months,0.243196347,Domestic Shorthair Mix,Blue Tabby
A333659,Tyoma,10/27/2013 19:17,10/27/2013 19:17,12/9/2003,Return to Owner,,Dog,Neutered Male,9 years,9.892612253,Cocker Spaniel Mix,Red/Black
A493291,Tex,10/27/2013 22:43,10/27/2013 22:43,4/26/2007,Return to Owner,,Dog,Neutered Male,6 years,6.512182268,Staffordshire Mix,Brown/White
A665138,,10/27/2013 23:50,10/27/2013 23:50,10/14/2007,Transfer,Partner,Dog,Neutered Male,6 years,6.043816591,Beagle/Rat Terrier,Tricolor
A660884,*June,10/27/2013 23:58,10/27/2013 23:58,2/13/2013,Adoption,,Cat,Spayed Female,8 months,0.704105784,Domestic Shorthair Mix,Silver Tabby
A311544,Tanner,10/28/2013 0:03,10/28/2013 0:03,1/25/1997,Return to Owner,,Dog,Neutered Male,16 years,16.767129,Labrador Retriever/Chinese Sharpei,Brown
A666153,,10/28/2013 9:40,10/28/2013 9:40,9/27/2013,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,0.086035008,Bat,Brown/Black
A665866,Rifle,10/28/2013 11:13,10/28/2013 11:13,10/23/2005,Return to Owner,,Dog,Neutered Male,8 years,8.020458524,Rat Terrier Mix,Tricolor
A666068,,10/28/2013 11:25,10/28/2013 11:25,10/26/2001,Euthanasia,Suffering,Dog,Intact Male,12 years,12.0150019,Cocker Spaniel Mix,Black
A665900,*Benjamin,10/28/2013 11:30,10/28/2013 11:30,10/24/2001,Euthanasia,Suffering,Cat,Intact Male,12 years,12.02049087,Domestic Shorthair Mix,Orange Tabby/White
A653439,Gaspar,10/28/2013 11:47,10/28/2013 11:47,5/6/2008,Transfer,Partner,Dog,Neutered Male,5 years,5.48353691,Shih Tzu Mix,Brown/White
A666100,Sandy,10/28/2013 11:57,10/28/2013 11:57,10/27/2004,Return to Owner,,Dog,Intact Female,9 years,9.009583333,Labrador Retriever/Pit Bull,Red/White
A661384,Ranger,10/28/2013 11:58,10/28/2013 11:58,6/20/2013,Return to Owner,,Dog,Neutered Male,4 months,0.357530441,Labrador Retriever Mix,Brown
A666067,,10/28/2013 12:06,10/28/2013 12:06,10/26/2011,Return to Owner,,Dog,Intact Male,2 years,2.009600457,Basset Hound Mix,Tan/White
A635769,,10/28/2013 12:30,10/28/2013 12:30,5/12/2012,Return to Owner,,Cat,Spayed Female,1 year,1.464440639,Domestic Shorthair Mix,Brown Tabby/White
A654512,*Taylor,10/28/2013 12:30,10/28/2013 12:30,5/21/2009,Transfer,Partner,Dog,Neutered Male,4 years,4.442522831,Plott Hound Mix,Brown Brindle/White
A665346,Thor,10/28/2013 12:33,10/28/2013 12:33,7/16/2013,Return to Owner,,Dog,Intact Male,3 months,0.286364155,Pit Bull/Chihuahua Shorthair,Tan
A221448,Tucker,10/28/2013 12:37,10/28/2013 12:37,11/29/2000,Return to Owner,,Dog,Neutered Male,12 years,12.9219882,Labrador Retriever Mix,Brown/White
A665901,,10/28/2013 12:47,10/28/2013 12:47,8/13/2013,Transfer,Partner,Dog,Neutered Male,2 months,0.209678463,Pit Bull Mix,Chocolate/White
A665815,Squirt,10/28/2013 12:57,10/28/2013 12:57,8/23/2013,Transfer,Partner,Dog,Intact Male,2 months,0.182300228,Dachshund/Chihuahua Shorthair,Red/White
A665968,Manchitas,10/28/2013 12:58,10/28/2013 12:58,10/25/2010,Transfer,Partner,Dog,Spayed Female,3 years,3.012439117,Dachshund,Blue Merle/White
A643991,Roxie,10/28/2013 12:59,10/28/2013 12:59,2/24/2008,Transfer,Partner,Dog,Spayed Female,5 years,5.68093417,Dachshund Mix,Brown/Black
A665654,*Mortisha,10/28/2013 14:42,10/28/2013 14:42,6/7/2013,Adoption,,Cat,Spayed Female,4 months,0.393458904,Domestic Shorthair Mix,Brown Tabby
A665281,Marley,10/28/2013 14:55,10/28/2013 14:55,10/15/2011,Euthanasia,Aggressive,Dog,Neutered Male,2 years,2.04005898,Labrador Retriever Mix,White
A662863,Lacy,10/28/2013 14:59,10/28/2013 14:59,9/9/2005,Transfer,Partner,Cat,Spayed Female,8 years,8.141436454,Domestic Shorthair Mix,Black/White
A664869,*Ollie,10/28/2013 15:05,10/28/2013 15:05,10/10/2010,Euthanasia,Behavior,Dog,Intact Male,3 years,3.053776636,Australian Cattle Dog Mix,Red/White
A665482,*Khaleesi,10/28/2013 15:30,10/28/2013 15:30,10/18/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.029166667,Siberian Husky/German Shepherd,Black/Tan
A665650,,10/28/2013 15:32,10/28/2013 15:32,10/21/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.020951294,Chow Chow/Basset Hound,Red
A653346,,10/28/2013 15:33,10/28/2013 15:33,11/5/2010,Transfer,SCRP,Cat,Spayed Female,2 years,2.982597032,Domestic Shorthair Mix,Tortie
A665667,,10/28/2013 15:34,10/28/2013 15:34,10/21/2011,Transfer,Partner,Dog,Neutered Male,2 years,2.023694825,Shiba Inu Mix,Red/Cream
A666129,,10/28/2013 15:35,10/28/2013 15:35,4/27/2013,Transfer,SCRP,Cat,Intact Female,6 months,0.505888508,Domestic Shorthair Mix,Black
A665690,Bridget,10/28/2013 15:36,10/28/2013 15:36,10/21/2011,Transfer,Partner,Dog,Spayed Female,2 years,2.02369863,Chihuahua Shorthair Mix,Red
A623551,*Mouse,10/28/2013 15:39,10/28/2013 15:39,4/3/2009,Transfer,Partner,Dog,Spayed Female,4 years,4.574389269,Chihuahua Shorthair Mix,Black/Tan
A665564,Cinabun,10/28/2013 15:41,10/28/2013 15:41,10/19/2007,Transfer,Partner,Dog,Spayed Female,6 years,6.031927321,Chihuahua Shorthair Mix,Tan
A665882,*Barney,10/28/2013 15:45,10/28/2013 15:45,10/24/2012,Transfer,Partner,Dog,Neutered Male,1 year,1.012756849,Chihuahua Shorthair Mix,Black/White
A665883,*Betty,10/28/2013 15:49,10/28/2013 15:49,10/24/2012,Transfer,Partner,Dog,Intact Female,1 year,1.01276446,Chihuahua Shorthair Mix,White/Tan
A666051,,10/28/2013 15:51,10/28/2013 15:51,10/26/2012,Transfer,Partner,Dog,Intact Female,1 year,1.007288813,Border Collie Mix,Tricolor
A666003,,10/28/2013 15:52,10/28/2013 15:52,10/26/2011,Transfer,Partner,Dog,Intact Female,2 years,2.010030441,Cairn Terrier Mix,Cream
A666052,,10/28/2013 15:52,10/28/2013 15:52,10/26/2012,Transfer,Partner,Dog,Intact Female,1 year,1.007290715,Border Collie Mix,Tricolor
A663378,Mila,10/28/2013 16:20,10/28/2013 16:20,9/17/2012,Return to Owner,,Dog,Spayed Female,1 year,1.114193303,Ibizan Hound Mix,Brown
A665781,Quattro,10/28/2013 16:32,10/28/2013 16:32,12/22/2012,Adoption,,Dog,Neutered Male,10 months,0.851202435,German Shepherd Mix,Brown/White
A654355,Kilo,10/28/2013 17:17,10/28/2013 17:17,5/21/2012,Euthanasia,Aggressive,Dog,Neutered Male,1 year,1.440329148,German Shepherd Mix,Tan/Black
A666174,,10/28/2013 17:18,10/28/2013 17:18,6/28/2013,Transfer,Partner,Dog,Intact Male,4 months,0.336221461,Chihuahua Shorthair Mix,Tricolor
A666195,,10/28/2013 17:19,10/28/2013 17:19,10/28/2012,Euthanasia,Rabies Risk,Other,Unknown,1 year,1.001976788,Raccoon Mix,Brown/Black
A665963,Evelyn,10/28/2013 17:19,10/28/2013 17:19,10/25/2011,Euthanasia,Suffering,Cat,Spayed Female,2 years,2.012935693,Domestic Shorthair Mix,Brown Tabby
A665562,,10/28/2013 17:21,10/28/2013 17:21,10/19/2011,Died,In Kennel,Dog,Intact Female,2 years,2.029377854,Chihuahua Shorthair Mix,Tan
A665629,Baby Boy,10/28/2013 17:26,10/28/2013 17:26,10/20/2009,Return to Owner,,Dog,Neutered Male,4 years,4.026647641,Australian Cattle Dog/Chow Chow,Red Merle/White
A663452,,10/28/2013 17:27,10/28/2013 17:27,8/11/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.215690639,Domestic Shorthair Mix,White
A647148,Pugsly,10/28/2013 17:37,10/28/2013 17:37,2/5/2006,Transfer,Partner,Dog,Neutered Male,7 years,7.733517884,Chihuahua Shorthair Mix,Tan
A664608,Rosco,10/28/2013 17:44,10/28/2013 17:44,10/6/2010,Euthanasia,Behavior,Dog,Intact Male,3 years,3.065038052,Pit Bull Mix,White
A665441,*Emmie,10/28/2013 17:53,10/28/2013 17:53,10/17/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.032178463,Rat Terrier Mix,Black/White
A661789,Tank,10/28/2013 17:54,10/28/2013 17:54,8/25/2011,Euthanasia,Behavior,Dog,Neutered Male,2 years,2.180125571,Pit Bull Mix,Brown/White
A665861,Mistic,10/28/2013 17:59,10/28/2013 17:59,10/23/2012,Adoption,,Dog,Spayed Female,1 year,1.015751522,Australian Shepherd Mix,White/Red
A666202,,10/28/2013 18:03,10/28/2013 18:03,9/28/2013,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,0.084252283,Bat,Brown/Black
A665911,Oliver,10/28/2013 18:06,10/28/2013 18:06,8/24/2013,Adoption,,Cat,Intact Male,2 months,0.180148402,Domestic Shorthair Mix,Orange Tabby/White
A662761,Petunia,10/28/2013 18:10,10/28/2013 18:10,8/17/2013,Adoption,,Cat,Spayed Female,2 months,0.199334094,Domestic Shorthair Mix,Brown Tabby/White
A658940,*Hollywood,10/28/2013 18:48,10/28/2013 18:48,4/25/2013,Adoption,,Cat,Neutered Male,6 months,0.51173516,Domestic Medium Hair Mix,Black
A658511,*Jasper,10/29/2013 9:07,10/29/2013 9:07,3/11/2013,Adoption,Foster,Dog,Neutered Male,7 months,0.636657154,Labrador Retriever/Pit Bull,Chocolate
A658595,Jojo,10/29/2013 10:18,10/29/2013 10:18,7/12/2000,Adoption,Foster,Dog,Neutered Male,13 years,13.30802511,Chihuahua Shorthair/Dachshund,Brown
A657188,Tommy,10/29/2013 11:07,10/29/2013 11:07,6/24/1999,Adoption,Foster,Cat,Neutered Male,14 years,14.36017314,Domestic Shorthair Mix,Brown Tabby/White
A665632,,10/29/2013 11:09,10/29/2013 11:09,7/20/2013,Transfer,Partner,Dog,Neutered Male,3 months,0.27798516,Labrador Retriever Mix,Brown/Black
A661592,Cotton,10/29/2013 11:18,10/29/2013 11:18,7/15/2013,Adoption,Foster,Dog,Neutered Male,3 months,0.291700913,Labrador Retriever/Chow Chow,Yellow
A665214,,10/29/2013 11:26,10/29/2013 11:26,10/15/2009,Transfer,Partner,Dog,Intact Female,4 years,4.042401065,Australian Cattle Dog/Labrador Retriever,Brown/White
A665220,,10/29/2013 11:27,10/29/2013 11:27,9/1/2013,Transfer,Partner,Dog,Intact Male,1 month,0.160211187,Australian Cattle Dog Mix,Tricolor
A665221,,10/29/2013 11:28,10/29/2013 11:28,9/3/2013,Transfer,Partner,Dog,Intact Male,1 month,0.154733638,Australian Cattle Dog Mix,Brown/Black
A665959,*Moomoo,10/29/2013 11:32,10/29/2013 11:32,12/27/1998,Return to Owner,,Dog,Spayed Female,14 years,14.85063166,Siberian Husky Mix,Black/White
A662377,Bug,10/29/2013 12:01,10/29/2013 12:01,6/29/2013,Adoption,Foster,Cat,Neutered Male,4 months,0.335618341,Domestic Medium Hair Mix,Black/White
A665395,*Hawkeye,10/29/2013 12:15,10/29/2013 12:15,4/17/2013,Transfer,Partner,Cat,Neutered Male,6 months,0.535644977,Domestic Shorthair Mix,White/Black
A665396,*Trapperjohn,10/29/2013 12:16,10/29/2013 12:16,4/17/2013,Transfer,Partner,Cat,Neutered Male,6 months,0.53564688,Domestic Shorthair Mix,Brown Tabby/White
A666047,,10/29/2013 12:43,10/29/2013 12:43,10/26/2011,Return to Owner,,Dog,Neutered Male,2 years,2.012410578,Chihuahua Shorthair Mix,Brown/White
A662219,Ollie,10/29/2013 12:45,10/29/2013 12:45,8/12/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.21515411,Domestic Medium Hair Mix,Blue Point
A666156,,10/29/2013 13:47,10/29/2013 13:47,10/28/2004,Euthanasia,Suffering,Dog,Intact Male,9 years,9.009792618,Chihuahua Shorthair Mix,Brown
A665698,Fred,10/29/2013 14:22,10/29/2013 14:22,11/2/2012,Adoption,,Dog,Neutered Male,11 months,0.990681126,Black Mouth Cur Mix,Brown/Black
A520299,Rita,10/29/2013 14:31,10/29/2013 14:31,3/13/2008,Adoption,Foster,Cat,Spayed Female,5 years,5.634533866,Domestic Longhair Mix,Tortie
A666189,Paige,10/29/2013 14:34,10/29/2013 14:34,10/28/2012,Return to Owner,,Dog,Neutered Male,1 year,1.004402588,Border Collie Mix,Tricolor
A666254,,10/29/2013 14:49,10/29/2013 14:49,10/29/2012,Euthanasia,,Other,Intact Female,1 year,1.0016914,Skunk Mix,Black/White
A666190,,10/29/2013 15:52,10/29/2013 15:52,10/28/2010,Transfer,SCRP,Cat,Intact Female,3 years,3.007290715,Domestic Shorthair Mix,Black
A666186,,10/29/2013 15:52,10/29/2013 15:52,10/28/2011,Transfer,SCRP,Cat,Intact Female,2 years,2.007290715,Domestic Shorthair Mix,Torbie
A666185,,10/29/2013 15:53,10/29/2013 15:53,7/13/2013,Transfer,SCRP,Cat,Intact Female,3 months,0.297703577,Domestic Shorthair Mix,Orange Tabby
A664522,*Lucy,10/29/2013 15:58,10/29/2013 15:58,10/4/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.07031583,Chihuahua Shorthair Mix,White/Yellow
A665961,,10/29/2013 16:00,10/29/2013 16:00,10/25/2011,Transfer,Partner,Dog,Intact Male,2 years,2.015525114,Anatol Shepherd Mix,Tricolor
A615843,Isabella,10/29/2013 16:01,10/29/2013 16:01,6/13/2009,Transfer,Partner,Dog,Spayed Female,4 years,4.382650304,Rat Terrier/Queensland Heeler,White/Tan
A633870,Misty,10/29/2013 16:01,10/29/2013 16:01,8/1/2010,Transfer,Partner,Dog,Spayed Female,3 years,3.248403729,Blue Lacy Mix,Tan
A664118,Lola,10/29/2013 16:02,10/29/2013 16:02,8/14/2013,Adoption,Foster,Dog,Spayed Female,2 months,0.210049467,Australian Cattle Dog Mix,Red Tick/White
A666165,,10/29/2013 16:03,10/29/2013 16:03,10/28/2011,Transfer,SCRP,Cat,Intact Female,2 years,2.007311644,Domestic Shorthair Mix,White/Blue
A665481,,10/29/2013 16:06,10/29/2013 16:06,10/18/2005,Transfer,Partner,Dog,Neutered Male,8 years,8.037454338,Chihuahua Shorthair Mix,Tan
A665944,Lola,10/29/2013 16:34,10/29/2013 16:34,10/24/2010,Transfer,Partner,Dog,Spayed Female,3 years,3.018329528,Labrador Retriever Mix,Black/White
A665994,*Lihue,10/29/2013 16:52,10/29/2013 16:52,7/25/2013,Adoption,,Cat,Intact Female,3 months,0.264939117,Domestic Shorthair Mix,Calico
A664814,,10/29/2013 17:06,10/29/2013 17:06,10/9/2012,Adoption,,Dog,Spayed Female,1 year,1.056746575,Chihuahua Shorthair/Rat Terrier,White/Brown
A663592,Bevo,10/29/2013 17:22,10/29/2013 17:22,7/21/2013,Adoption,,Dog,Neutered Male,3 months,0.275955099,Beagle/Chihuahua Longhair,Brown
A665681,,10/29/2013 17:22,10/29/2013 17:22,8/21/2013,Adoption,,Dog,Neutered Male,2 months,0.191023592,Chihuahua Shorthair Mix,Tan/White
A665891,*Wiley,10/29/2013 17:25,10/29/2013 17:25,8/9/2013,Adoption,,Dog,Neutered Male,2 months,0.223906012,Labrador Retriever Mix,Brown
A666260,Sophie,10/29/2013 17:32,10/29/2013 17:32,10/29/2011,Return to Owner,,Dog,Spayed Female,2 years,2.004741248,Pointer Mix,Brown/White
A665974,*Cydney,10/29/2013 17:44,10/29/2013 17:44,8/25/2013,Adoption,,Dog,Spayed Female,2 months,0.180106545,Australian Cattle Dog Mix,Blue Merle
A666221,Ladybird,10/29/2013 18:41,10/29/2013 18:41,10/29/2012,Return to Owner,,Dog,Intact Female,1 year,1.002132801,Beagle,Tricolor
A666111,*Jerry,10/29/2013 18:47,10/29/2013 18:47,7/29/2013,Adoption,,Cat,Neutered Male,3 months,0.254199011,Domestic Shorthair Mix,Orange Tabby/White
A654719,*Queenie,10/29/2013 18:50,10/29/2013 18:50,5/24/2008,Adoption,,Dog,Spayed Female,5 years,5.437766362,Pit Bull Mix,Tan/White
A666272,,10/29/2013 18:56,10/29/2013 18:56,8/29/2013,Euthanasia,Suffering,Dog,Intact Female,1 month,0.169284627,Chihuahua Longhair Mix,Brown
A666291,,10/29/2013 18:56,10/29/2013 18:56,10/29/2006,Euthanasia,Suffering,Dog,Intact Female,7 years,7.007640791,German Shepherd Mix,Brown/Black
A666035,Boo,10/29/2013 19:00,10/29/2013 19:00,8/6/2013,Adoption,,Cat,Spayed Female,2 months,0.232305936,Domestic Shorthair Mix,Black
A665888,Bella,10/29/2013 19:13,10/29/2013 19:13,7/24/2013,Adoption,,Dog,Spayed Female,3 months,0.267947108,Staffordshire Mix,White
A653370,Princess,10/29/2013 23:35,10/29/2013 23:35,11/6/2012,Transfer,Partner,Dog,Spayed Female,11 months,0.980774353,Pit Bull Mix,White/Blue
A665795,,10/30/2013 10:55,10/30/2013 10:55,8/12/2013,Euthanasia,Suffering,Cat,Intact Male,2 months,0.217684551,Siamese Mix,Cream/Seal Point
A664623,Dahlia,10/30/2013 10:56,10/30/2013 10:56,8/28/2013,Adoption,Foster,Dog,Spayed Female,2 months,0.173850837,Labrador Retriever Mix,Black/White
A666314,U,10/30/2013 11:40,10/30/2013 11:40,8/30/2013,Euthanasia,Suffering,Cat,Intact Male,1 month,0.168455099,Domestic Shorthair Mix,Orange Tabby
A626405,Ziven,10/30/2013 11:45,10/30/2013 11:45,5/6/2008,Return to Owner,,Dog,Neutered Male,5 years,5.489012557,Great Dane Mix,White/Black
A663180,*Rocky,10/30/2013 12:00,10/30/2013 12:00,8/6/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.234246575,Domestic Shorthair Mix,Orange Tabby
A663181,*Bullwinkle,10/30/2013 12:02,10/30/2013 12:02,8/6/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.234250381,Domestic Shorthair Mix,Orange Tabby
A662257,*Black Jack,10/30/2013 12:44,10/30/2013 12:44,7/24/2013,Adoption,,Cat,Spayed Female,3 months,0.269946728,Domestic Shorthair Mix,Black/White
A665581,Buttercup,10/30/2013 13:06,10/30/2013 13:06,10/19/2010,Transfer,Partner,Dog,Intact Female,3 years,3.034372146,Chihuahua Shorthair Mix,Tan
A666323,,10/30/2013 13:19,10/30/2013 13:19,10/30/2012,Euthanasia,Suffering,Other,Unknown,1 year,1.001520167,Raccoon Mix,Brown/Black
A500862,Doggie,10/30/2013 14:02,10/30/2013 14:02,2/18/2007,Return to Owner,,Dog,Spayed Female,6 years,6.702971842,Silky Terrier Mix,White
A666109,*Tom,10/30/2013 14:03,10/30/2013 14:03,7/29/2013,Adoption,,Cat,Neutered Male,3 months,0.256398402,Domestic Shorthair Mix,Orange Tabby/White
A666124,,10/30/2013 14:05,10/30/2013 14:05,4/27/2007,Euthanasia,Suffering,Dog,Intact Female,6 years,6.51667618,Chihuahua Shorthair Mix,Red/Tan
A666041,Puma,10/30/2013 14:15,10/30/2013 14:15,10/26/2010,Transfer,Partner,Cat,Neutered Male,3 years,3.015325342,Domestic Shorthair Mix,Black/White
A662402,*Alex,10/30/2013 14:33,10/30/2013 14:33,8/10/2013,Adoption,Offsite,Cat,Neutered Male,2 months,0.223578767,Domestic Shorthair Mix,Black
A662403,*Skipper,10/30/2013 14:33,10/30/2013 14:33,8/10/2013,Adoption,Offsite,Cat,Spayed Female,2 months,0.223578767,Domestic Shorthair Mix,Black
A666214,,10/30/2013 14:34,10/30/2013 14:34,7/28/2013,Transfer,SCRP,Cat,Intact Male,3 months,0.259197108,Siamese Mix,Lynx Point
A666213,,10/30/2013 14:34,10/30/2013 14:34,7/28/2013,Transfer,SCRP,Cat,Intact Male,3 months,0.259197108,Domestic Shorthair Mix,Brown Tabby/White
A665909,Brutus,10/30/2013 14:40,10/30/2013 14:40,10/24/2012,Adoption,,Dog,Neutered Male,1 year,1.018112633,Miniature Pinscher Mix,Black/Tan
A665599,Grant,10/30/2013 15:13,10/30/2013 15:13,4/20/2008,Transfer,Partner,Dog,Neutered Male,5 years,5.533243912,Australian Cattle Dog/Pit Bull,Tricolor
A666071,*June,10/30/2013 15:14,10/30/2013 15:14,9/26/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.09488965,Domestic Shorthair Mix,Brown Tabby
A666075,*Juliep,10/30/2013 15:14,10/30/2013 15:14,9/26/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.09488965,Domestic Shorthair Mix,Brown Tabby
A666074,*Jackson,10/30/2013 15:14,10/30/2013 15:14,9/26/2013,Transfer,Partner,Cat,Intact Male,4 weeks,0.09488965,Domestic Shorthair Mix,Brown Tabby
A666072,*Jim,10/30/2013 15:14,10/30/2013 15:14,9/26/2013,Transfer,Partner,Cat,Intact Male,4 weeks,0.09488965,Domestic Shorthair Mix,Brown Tabby
A666073,*Jil,10/30/2013 15:14,10/30/2013 15:14,9/26/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.09488965,Siamese Mix,Lynx Point
A664907,*Henry,10/30/2013 15:17,10/30/2013 15:17,10/10/2008,Transfer,Partner,Cat,Neutered Male,5 years,5.059278919,Snowshoe Mix,Seal Point
A666045,*Nick Fury,10/30/2013 15:21,10/30/2013 15:21,8/11/2013,Transfer,Partner,Cat,Intact Male,2 months,0.220930365,Domestic Shorthair Mix,Black
A666046,*Agentcolson,10/30/2013 15:21,10/30/2013 15:21,8/26/2013,Transfer,Partner,Cat,Intact Male,2 months,0.179834475,Domestic Shorthair Mix,Black/White
